Name,Hash,Id,Tag,Tier,Type,Source,Equippable,Power,Power Limit,Energy Capacity,Owner,Locked,Equipped,Year,Season,Event,Mobility,Resilience,Recovery,Discipline,Intellect,Strength,Total,Mobility (Base),Resilience (Base),Recovery (Base),Discipline (Base),Intellect (Base),Strength (Base),Total (Base),Seasonal Mod,Loadouts,Notes,Perks 0,Perks 1,Perks 2,Perks 3,Perks 4,Perks 5,Perks 6,Perks 7,Perks 8,Perks 9,Perks 10,Perks 11,Perks 12
Tusked Allegiance Greaves,2270509928,"""6917529795817650676""",,Legendary,Leg Armor,psiops,Titan,1600,,10,Titan(1806),true,false,5,16,,4,14,20,17,17,4,76,2,12,18,15,15,2,64,,,"#pve, high total",Atmospheric Glow*,Upgrade Armor*,*,*,*,*,Thunderous Impact Greaves*,,,,,,
The Path of Burning Steps,1453120846,"""6917529352981474639""",,Exotic,Leg Armor,lostsectors,Titan,1600,,10,Titan(1806),true,false,4,14,,4,11,23,9,18,9,74,2,9,21,7,16,7,62,,,"#neutral #solar, #pvp, #casual #pve, high recovery + high intellect",Skele-Ghaul*,Upgrade Armor*,*,*,*,*,Firewalker*,,,,,,
Resonant Fury Mark,2370089583,"""6917529690086420049""",,Legendary,Titan Mark,votd,Titan,1600,,10,Titan(1806),true,false,5,16,,2,2,2,2,2,2,12,0,0,0,0,0,0,0,vowofthedisciple,Aeons,#raid,Carminica*,Upgrade Armor*,,,,,,,,,,,
Light of the Great Prism,3012927512,"""6917529366607507794""",,Legendary,Titan Mark,vaultofglass,Titan,1600,,10,Titan(1806),true,false,4,14,,2,2,2,2,2,2,12,0,0,0,0,0,0,0,vaultofglass,,#raid,Distribution*,Distribution*,Distribution*,Photo Finish*,Upgrade Armor*,,,,,,,,
Deep Explorer Mark,420895300,"""6917529804437670241""",,Legendary,Titan Mark,duality,Titan,1796,,10,Titan(1806),true,false,5,17,,2,2,5,12,2,2,25,0,0,0,0,0,0,0,artifice,"Loreley Splendor - , HoIL Arc - , Severance Enclosure - , No Backup Plans - , Synthoceps - , Hoarfrost - , Falling Star - , Armamentarium - , Void, Arc, Stasis, Raid",#pve,Discipline Mod*,Bomber*,Powerful Attraction*,Time Dilation*,Amethyst Veil*,Upgrade Armor*,Ringwalker Mark*,Recovery-Forged*,Artifice Armor*,,,,
Iron Forerunner Mark,3591512190,"""6917529670872610746""",,Legendary,Titan Mark,ironbanner,Titan,1600,,10,Titan(1806),true,false,4,15,,2,2,2,2,2,2,12,0,0,0,0,0,0,0,,,#pvp,Carminica*,Upgrade Armor*,Ringwalker Mark*,Iron Lord's Pride*,,,,,,,,,
Deep Explorer Helmet,3270955774,"""6917529829303273782""",,Legendary,Helmet,duality,Titan,1806,,10,Titan(1806),true,true,5,17,,4,14,22,32,15,4,91,2,12,20,20,10,2,66,artifice,"Abeyant Leap - , Severance Enclosure - , No Backup Plans - , Falling Star - , Void, Raid, Strand","#pve, high total",Discipline Mod*,Harmonic Siphon*,Void Siphon*,Heavy Ammo Finder*,Metro Shift*,Upgrade Armor*,*,*,*,*,Iron Pledge Ornament*,Intellect-Forged*,Artifice Armor*
Phobos Warden Gauntlets,1465405235,"""6917529352350378919""",,Legendary,Gauntlets,strikes,Titan,1795,,10,Titan(1806),true,true,4,14,,4,14,26,20,4,14,82,2,7,24,18,2,12,65,,"HoIL Arc - , Abeyant Leap - , Hoarfrost - , Arc, Stasis, Strand","#pve, high recovery + high discipline",Minor Resilience Mod*,Impact Induction*,Focusing Strike*,Bolstering Detonation*,Crucible Carmine*,Upgrade Armor*,*,*,*,*,Ringwalker Gauntlets*,,
Deep Explorer Plate,2935559305,"""6917529804421399855""",,Legendary,Chest Armor,duality,Titan,1794,,10,Titan(1806),true,true,5,17,,4,37,7,26,8,4,86,2,30,2,24,6,2,66,artifice,"Loreley Splendor - , Abeyant Leap - , No Backup Plans - , Synthoceps - , Solar, Strand","#pve, high resilience + high discipline",Minor Resilience Mod*,Solar Resistance*,Concussive Dampener*,Melee Damage Resistance*,Bloody Tooth*,Upgrade Armor*,*,*,*,*,Devastation Complex*,Recovery-Forged*,Artifice Armor*
Abeyant Leap,3637722482,"""6917529879647283962""",,Exotic,Leg Armor,lostsectors,Titan,1800,,10,Titan(1806),true,true,6,20,,8,28,14,13,12,14,89,6,16,12,11,10,12,67,,"Abeyant Leap - , Strand",#endgame #pve,Resilience Mod*,Recuperation*,Void Weapon Surge*,Strand Weapon Surge*,Basalt Toxic*,Upgrade Armor*,*,*,*,*,Puppeteer's Control*,,
Deep Explorer Mark,420895300,"""6917529876792556032""",,Legendary,Titan Mark,duality,Titan,1786,,10,Titan(1806),true,true,5,17,,2,7,2,2,2,5,20,0,0,0,0,0,0,0,artifice,"Kepri's Horn - , Abeyant Leap - , Solar, Strand",#pve,Minor Resilience Mod*,Bomber*,Reaper*,Time Dilation*,Atmospheric Glow*,Upgrade Armor*,Steeplechase Mark*,Strength-Forged*,Artifice Armor*,,,,
Atavistic Idol Mask,868732497,"""6917529792904289221""",,Legendary,Helmet,trials,Hunter,1810,,10,Hunter(1817),true,false,5,17,,8,18,12,21,4,14,77,6,16,10,19,2,12,65,,"Omnioculus - , Aeons Shatterdive - , Stasis","#pve, high total",Queen's Colors*,Upgrade Armor*,*,*,*,*,Gensym Knight Casque*,,,,,,
Wormhusk Crown,3562696927,"""6917529426666334094""",,Exotic,Helmet,,Hunter,1800,,10,Hunter(1817),true,false,1,3,,15,4,19,22,18,4,82,13,2,17,15,16,2,65,,Strand,"#neutral, #pvp, #pve, should probably trade this out for the other, but need to check loadout optimizer first",Minor Discipline Mod*,Strand Siphon*,Arc Siphon*,Heavy Ammo Finder*,Gambit Jadestone*,Upgrade Armor*,*,*,*,*,Acolyte's Ambition*,Burning Souls*,
Graviton Forfeit,2773056939,"""6917529199641188708""",,Exotic,Helmet,,Hunter,1810,,10,Hunter(1817),true,false,1,2,,24,4,16,15,11,11,81,17,2,14,13,9,9,64,,"Graviton Forfeit - , Nightfall","#void, incredible for #solo content and for surviving in #endgame #pve",Minor Mobility Mod*,Special Ammo Finder*,Heavy Ammo Finder*,Void Siphon*,Metro Shift*,Upgrade Armor*,*,*,*,*,Rigel Crossroads*,Vanishing Shadow*,
Celestial Nighthawk,1321354573,"""6917529856352791557""",,Exotic,Helmet,,Hunter,1810,,10,Hunter(1817),true,false,1,1,,5,29,18,12,15,10,89,3,27,6,10,13,8,67,, - Celestial Nighthawk - ,"#solar #endgame #pve, high resilience",Recovery Mod*,Arc Siphon*,Kinetic Siphon*,Heavy Ammo Finder*,Valkyrie Zero*,Upgrade Armor*,*,*,*,*,Hrafnagud*,Hawkeye Hack*,
Tusked Allegiance Mask,2516879931,"""6917529867493338844""",,Legendary,Helmet,psiops,Hunter,1800,,10,Hunter(1817),true,false,5,16,,4,32,4,32,4,4,80,2,30,2,30,2,2,68,,"Athrys's Embrace - , Frostees - , Vanguard","#pve, high resilience + high discipline",Kinetic Siphon*,Arc Siphon*,Heavy Ammo Finder*,Queen's Colors*,Upgrade Armor*,*,*,*,*,Valkyrian Mask*,,,
Assassin's Cowl,2203146422,"""6917529856034998039""",,Exotic,Helmet,campaign,Hunter,1800,,10,Hunter(1817),true,false,3,8,,15,20,4,16,11,10,76,13,18,2,14,9,8,64,,"Assassin's Cowl - , Dungeon","#endgame #pve, #neutral",Queen's Colors*,Upgrade Armor*,*,*,*,*,Vanishing Execution*,,,,,,
Deep Explorer Grasps,1148597205,"""6917529807120323629""",,Legendary,Gauntlets,duality,Hunter,1810,,10,Hunter(1817),true,false,5,17,,14,25,10,25,7,10,91,2,23,8,23,2,8,66,artifice,"Gyrfalcon's Hauberk - , Void","#pve, high resilience + high discipline",Mobility Mod*,Momentum Transfer*,Firepower*,Bolstering Detonation*,Erebos Glance*,Upgrade Armor*,*,*,*,*,Grips of Exaltation*,Intellect-Forged*,Artifice Armor*
Tusked Allegiance Grips,4017738218,"""6917529866298025275""",,Legendary,Gauntlets,psiops,Hunter,1600,,10,Hunter(1817),true,false,5,16,,9,26,4,29,4,4,76,7,24,2,27,2,2,64,,"Frostees - , Vanguard","#pve, high recovery + high discipline",Bloody Tooth*,Upgrade Armor*,*,*,*,*,Virtuous Grips*,,,,,,
Aeon Swift,3942036043,"""6917529185582681159""",,Exotic,Gauntlets,,Hunter,1810,,10,Hunter(1817),true,false,1,2,,5,10,25,20,8,9,77,3,8,23,18,6,7,65,,"Aeons Shatterdive - , Stasis","#neutral #stasis, #endgame #pve",Horizon Blush*,Upgrade Armor*,*,*,*,*,Sect of Insight*,,,,,,
Deep Explorer Grasps,1148597205,"""6917529829310891774""",,Legendary,Gauntlets,duality,Hunter,1810,,10,Hunter(1817),true,false,5,17,,15,25,7,25,4,9,85,8,23,2,23,2,7,65,artifice,"Assassin's Cowl - ,  - Celestial Nighthawk - , Graviton Forfeit - , Omnioculus - , Nightfall, Dungeon","#pve, high resilience + high discipline",Minor Mobility Mod*,Focusing Strike*,Bolstering Detonation*,Firepower*,Basalt Toxic*,Upgrade Armor*,*,*,*,*,Grips of Exaltation*,Recovery-Forged*,Artifice Armor*
Grips of Trepidation,3608027009,"""6917529883086986492""",,Legendary,Gauntlets,nightmare,Hunter,1810,,10,Hunter(1817),true,false,6,20,,9,26,4,28,4,4,75,7,24,2,26,2,2,63,rootofnightmares,,"#raid, high resilience + high discipline",Valkyrie Zero*,Upgrade Armor*,*,*,*,*,,,,,,,
Young Ahamkara's Spine,475652357,"""6917529746094485495""",,Exotic,Gauntlets,,Hunter,1809,,10,Hunter(1817),true,false,1,1,,17,5,28,22,4,11,87,15,3,16,20,2,9,65,,"Ahamkara's Spine - , Solar","#solar, #pve, high recovery + high discipline",Recovery Mod*,Heavy Handed*,Momentum Transfer*,Firepower*,Erebos Glance*,Upgrade Armor*,*,*,*,*,Seiðr*,Wish-Dragon Teeth*,
Caliban's Hand,3453042252,"""6917529867463098410""",,Exotic,Gauntlets,lostsectors,Hunter,1600,,10,Hunter(1817),true,false,5,17,,12,23,4,26,8,4,77,10,21,2,24,6,2,65,,,"high recovery + high discipline, #pve",Queen's Colors*,Upgrade Armor*,*,*,*,*,Roast 'Em*,,,,,,
The Dragon's Shadow,2766109874,"""6917529587991253377""",,Exotic,Chest Armor,,Hunter,1600,,9,Hunter(1817),true,false,1,1,,20,4,10,9,22,2,67,20,4,10,9,22,2,67,,,"#neutral, #pvp high mobility + high intellect",Metro Shift*,Upgrade Armor*,*,*,*,*,Wraithmetal Mail*,,,,,,
Ketchkiller's Vest,92499596,"""6917529854378569772""",,Legendary,Chest Armor,plunder,Hunter,1600,,10,Hunter(1817),false,false,5,18,,14,8,18,22,8,8,78,12,6,16,20,6,6,66,,"Aeons Shatterdive - , Stasis","#pve, high total",Carminica*,Upgrade Armor*,*,*,*,*,Celestial Cuirass*,,,,,,
Legacy's Oath Vest,4001862073,"""6917529849650594563""",,Legendary,Chest Armor,deepstonecrypt,Hunter,1600,,10,Hunter(1817),true,false,4,12,,4,21,11,21,4,13,74,2,19,9,19,2,11,62,deepstonecrypt,Athrys's Embrace - ,"#pve, high resilience + high discipline",Skele-Ghaul*,Upgrade Armor*,*,*,*,*,,,,,,,
Gyrfalcon's Hauberk,461841403,"""6917529889678713674""",,Exotic,Chest Armor,lostsectors,Hunter,1810,,10,Hunter(1817),true,false,5,18,,4,22,17,14,4,21,82,2,20,10,12,2,19,65,,"Gyrfalcon's Hauberk - , Void",#void #endgame/#casual #pve,Minor Recovery Mod*,Solar Resistance*,Concussive Dampener*,Melee Damage Resistance*,Amethyst Veil*,Upgrade Armor*,*,*,*,*,"See Me, Feel Me*",,
Tusked Allegiance Vest,4144240158,"""6917529855303243037""",,Legendary,Chest Armor,psiops,Hunter,1800,,10,Hunter(1817),true,false,5,16,,16,22,4,14,4,22,82,9,20,2,12,2,20,65,," - Renewal Grasps - , Assassin's Cowl - , Frostees - , Dungeon, Vanguard","#pve, high resilience + high strength",Minor Mobility Mod*,Solar Resistance*,Concussive Dampener*,Melee Damage Resistance*,Mind's Eye*,Upgrade Armor*,*,*,*,*,Atavistic Idol Vest*,,
TM-Earp Custom Vest,597199405,"""6917529854485370599""",,Legendary,Chest Armor,dungeon,Hunter,1600,,10,Hunter(1817),false,false,5,19,,14,15,19,18,16,4,86,2,13,17,16,14,2,64,, - Celestial Nighthawk - ,high total,Mobility Mod*,Harmonic Resistance*,Concussive Dampener*,Sniper Damage Resistance*,Atmospheric Glow*,Upgrade Armor*,*,*,*,*,Sun's Apex Vest*,,
Omnioculus,1935198785,"""6917529890074146369""",,Exotic,Chest Armor,lostsectors,Hunter,1809,,10,Hunter(1817),false,false,4,13,,13,20,4,20,4,13,74,11,18,2,18,2,11,62,,Omnioculus - ,#void #endgame #pve,Valkyrie Zero*,Upgrade Armor*,*,*,*,*,Beyond The Veil*,,,,,,
Deep Explorer Strides,2724719415,"""6917529806518486408""",,Legendary,Leg Armor,duality,Hunter,1807,,10,Hunter(1817),true,false,5,17,,17,25,4,26,4,8,84,7,23,2,24,2,6,64,artifice," - Renewal Grasps - ,  - Celestial Nighthawk - , Graviton Forfeit - , Omnioculus - , Aeons Shatterdive - , Nightfall, Stasis","#pve, high resilience + high discipline",Minor Mobility Mod*,Recuperation*,Void Weapon Surge*,Void Weapon Surge*,Amethyst Veil*,Upgrade Armor*,*,*,*,*,Solstice Strides (Majestic)*,Mobility-Forged*,Artifice Armor*
St0mp-EE5,193869520,"""6917529208071927711""",,Exotic,Leg Armor,,Hunter,1600,,9,Hunter(1817),true,false,1,1,,16,9,8,19,12,2,66,16,9,8,19,12,2,66,,"PvP Stompees, Stompees","#neutral, #pvp, high discipline",Valkyrie Zero*,Upgrade Armor*,*,*,*,*,Turbo-Kickers*,Hydraulic Boosters*,,,,,
Deep Explorer Strides,2724719415,"""6917529806508851496""",,Legendary,Leg Armor,duality,Hunter,1806,,10,Hunter(1817),true,false,5,17,,4,22,12,15,4,18,75,2,20,10,13,2,16,63,artifice,"Assassin's Cowl - , Athrys's Embrace - , Dungeon","#pve, high total",Bloody Tooth*,Upgrade Armor*,*,*,*,*,Virtuous Strides*,Artifice Armor*,,,,,
Deep Explorer Strides,2724719415,"""6917529807120326185""",,Legendary,Leg Armor,duality,Hunter,1810,,10,Hunter(1817),true,false,5,17,,17,23,11,18,11,9,89,2,21,9,16,9,7,64,artifice,"Ahamkara's Spine - , Gyrfalcon's Hauberk - , Void, Solar, Strand","#pve, high resilience",Mobility Mod*,Recuperation*,Void Weapon Surge*,Font of Agility*,Atmospheric Glow*,Upgrade Armor*,*,*,*,*,Iron Symmachy Strides*,Mobility-Forged*,Artifice Armor*
Boots of Trepidation,807905267,"""6917529885537669113""",,Legendary,Leg Armor,nightmare,Hunter,1808,,10,Hunter(1817),true,false,6,20,,8,14,15,23,4,11,75,6,12,13,21,2,9,63,rootofnightmares,,high total,Valkyrie Zero*,Upgrade Armor*,*,*,*,*,,,,,,,
Fr0st-EE5,609852545,"""6917529540173196171""",,Exotic,Leg Armor,,Hunter,1810,,10,Hunter(1817),true,false,1,3,,10,9,21,16,4,16,76,8,7,19,14,2,14,64,,"Frostees - , Vanguard","#neutral, #casual #pve, #pvp",Night's Chill*,Upgrade Armor*,*,*,*,*,Eight-Thousander*,Rapid Cooldown*,,,,,
Twisting Echo Cloak,2486733914,"""6917529570313833566""",,Legendary,Hunter Cloak,30th,Hunter,1808,,10,Hunter(1817),true,false,4,15,,7,2,5,2,2,2,20,0,0,0,0,0,0,0,artifice," - Shards of Galanor - ,  - Renewal Grasps - , Gyrfalcon's Hauberk - , Graviton Forfeit - , Omnioculus - , Nightfall, Void",#pve #void,Minor Mobility Mod*,Distribution*,Reaper*,Time Dilation*,Skele-Ghaul*,Upgrade Armor*,Lightkin Cloak*,Recovery-Forged*,Artifice Armor*,,,,
Deep Explorer Cloak,2797334754,"""6917529806529947766""",,Legendary,Hunter Cloak,duality,Hunter,1802,,10,Hunter(1817),true,false,5,17,,12,5,2,2,2,2,25,0,0,0,0,0,0,0,artifice,"Aeons Shatterdive - , Stasis, Strand",#pve #stasis,Mobility Mod*,Reaper*,Empowered Finish*,Time Dilation*,Atmospheric Glow*,Upgrade Armor*,Pyrrhic Ascent Cloak*,Resilience-Forged*,Artifice Armor*,,,,
Cloak of the Great Hunt,1646520469,"""6917529159155807465""",,Legendary,Hunter Cloak,lastwish,Hunter,1600,,10,Hunter(1817),true,false,3,11,,2,2,2,2,2,2,12,0,0,0,0,0,0,0,lastwish,PvP Stompees,#raid,Photo Finish*,Upgrade Armor*,Psionic Stalker Cloak*,,,,,,,,,,
Deep Explorer Cloak,2797334754,"""6917529823531577970""",,Legendary,Hunter Cloak,duality,Hunter,1810,,10,Hunter(1817),true,false,5,17,,2,2,2,2,2,2,12,0,0,0,0,0,0,0,artifice,,#pve #strand,Gambit Jadestone*,Upgrade Armor*,Dendrite Shimmer Cloak*,Artifice Armor*,,,,,,,,,
Cloak of Trepidation,621315878,"""6917529876120169749""",,Legendary,Hunter Cloak,nightmare,Hunter,1802,,10,Hunter(1817),true,false,6,20,,2,2,2,2,2,2,12,0,0,0,0,0,0,0,rootofnightmares,,#raid,Midnight Smith*,Upgrade Armor*,,,,,,,,,,,
Cloak of Temptation,3549177695,"""6917529160878380018""",,Legendary,Hunter Cloak,garden,Hunter,1600,,10,Hunter(1817),true,false,3,11,,2,2,2,2,2,2,12,0,0,0,0,0,0,0,gardenofsalvation,,"#raid, #pve",Skele-Ghaul*,Upgrade Armor*,,,,,,,,,,,
Deep Explorer Mask,4047213660,"""6917529806491248219""",,Legendary,Helmet,duality,Hunter,1810,,10,Hunter(1817),true,true,5,17,,14,32,4,18,21,4,93,2,30,2,16,16,2,68,artifice,"Star Eater Scales - , Ahamkara's Spine - , Gyrfalcon's Hauberk - , Raid, Void, Solar","#pve, high resilience",Mobility Mod*,Heavy Ammo Scout*,Kinetic Siphon*,Heavy Ammo Finder*,Queen's Colors*,Upgrade Armor*,*,*,*,*,Valkyrian Mask*,Intellect-Forged*,Artifice Armor*
Tusked Allegiance Grips,4017738218,"""6917529865727344421""",,Legendary,Gauntlets,psiops,Hunter,1810,,10,Hunter(1817),true,true,5,16,,14,22,14,25,8,4,87,12,20,2,23,6,2,65,,"Star Eater Scales - , Raid, Strand","#pve, high total",Recovery Mod*,Firepower*,Focusing Strike*,Heavy Handed*,Coastal Suede*,Upgrade Armor*,*,*,*,*,,,
Tusked Allegiance Vest,4144240158,"""6917529865734281537""",,Legendary,Chest Armor,psiops,Hunter,1807,,10,Hunter(1817),true,true,5,16,,9,32,4,23,11,4,83,2,30,2,21,9,2,66,,"Star Eater Scales - , Ahamkara's Spine - , Graviton Forfeit - , Nightfall, Raid, Solar, Strand","#pve, high resilience + high discipline",Minor Mobility Mod*,Solar Resistance*,Melee Damage Resistance*,Concussive Dampener*,Mind's Eye*,Upgrade Armor*,*,*,*,*,Atavistic Idol Vest*,,
Star-Eater Scales,1001356380,"""6917529394414367968""",,Exotic,Leg Armor,lostsectors,Hunter,1809,,10,Hunter(1817),true,true,4,14,,14,13,22,4,20,13,86,2,11,20,2,18,11,64,,"Star Eater Scales - , Raid",#neutral #pve. Probably the best hunter super #dps exotic on every subclass except solar,Mobility Mod*,Insulation*,Void Weapon Surge*,Void Weapon Surge*,Valkyrie Zero*,Upgrade Armor*,*,*,*,*,Feast of Light*,,
Deep Explorer Cloak,2797334754,"""6917529807134697573""",,Legendary,Hunter Cloak,duality,Hunter,1800,,10,Hunter(1817),true,true,5,17,,2,2,7,2,2,5,20,0,0,0,0,0,0,0,artifice,"Star Eater Scales - , Ahamkara's Spine - , Assassin's Cowl - ,  - Celestial Nighthawk - , Athrys's Embrace - , Frostees - , Dungeon, Raid, Vanguard, Solar",#pve #solar,Minor Recovery Mod*,Powerful Attraction*,Reaper*,Time Dilation*,Basalt Toxic*,Upgrade Armor*,Empyrean Cartographer Cloak*,Strength-Forged*,Artifice Armor*,,,,
Lost Pacific Strides,2672840191,"""6917529807391283017""",archive,Legendary,Leg Armor,,Hunter,1600,,9,Vault,true,false,4,15,,2,2,30,9,18,2,63,2,2,30,9,18,2,63,,,"#pvp, high recovery + high intellect",Upgrade Armor*,*,*,*,*,,,,,,,,
Holdfast Gloves,327547301,"""6917529196695592888""",archive,Legendary,Gauntlets,seasonpass,Warlock,1600,,10,Vault,true,false,3,11,,4,4,29,8,23,4,72,2,2,27,6,21,2,60,,"PvP Astrocyte - ,  - PvP EoAW","#pvp, high recovery + high intellect",Royal Welcome*,Upgrade Armor*,*,*,*,*,Iron Symmachy Gloves*,,,,,,
Ketchkiller's Greaves,1640403802,"""6917529864933644957""",junk,Legendary,Leg Armor,plunder,Titan,1600,,10,Vault,false,false,5,18,,8,24,8,25,10,4,79,6,22,6,23,8,2,67,,,high resilience + high discipline,Upgrade Armor*,*,*,*,*,,,,,,,,
Karnstein Armlets,3844826440,"""6917529234893791088""",,Exotic,Gauntlets,,Warlock,1600,,9,Vault,true,false,1,1,,6,3,22,11,6,12,60,6,3,22,11,6,12,60,,,"#neutral, #pvp",Royal Welcome*,Upgrade Armor*,*,*,*,*,Gothic Horror*,Vampire's Caress*,,,,,
Deep Explorer Boots,2819810688,"""6917529804402310701""",junk,Legendary,Leg Armor,duality,Warlock,1600,,10,Vault,false,false,5,17,,12,4,23,8,26,4,77,10,2,21,6,24,2,65,artifice,,high recovery + high intellect,Upgrade Armor*,*,*,*,*,Artifice Armor*,,,,,,,
Crest of Alpha Lupi,1591207519,"""6917529395729528974""",,Exotic,Chest Armor,,Titan,1600,,4,Vault,true,false,1,1,,11,10,10,19,12,2,64,11,10,10,19,12,2,64,,,"#pvp, #pve",Carbon Blood*,Upgrade Armor*,*,*,*,*,Survival Well*,,,,,,
Deep Explorer Gloves,3260781446,"""6917529823509699333""",archive,Legendary,Gauntlets,duality,Warlock,1800,,1,Vault,true,false,5,17,,6,2,24,2,23,7,64,6,2,24,2,23,7,64,artifice,,high recovery + high intellect,Upgrade Armor*,*,*,*,*,Artifice Armor*,,,,,,,
Inaugural Revelry Hood,3738044006,"""6917529092397936726""",archive,Legendary,Helmet,events,Warlock,1600,1060,,Vault,true,false,2,6,The Revelry,10,0,20,5,5,10,50,0,0,20,5,5,10,40,,,revelry,Restorative Warlock Armor*,Mobility Enhancement Mod*,Restorative Mod,Ordnance Mod*,Tier 2 Armor*,Kairos Bronze*,Bow Targeting,Pump Action*,Shotgun Reserves,Special Ammo Finder*,Reveler's Antlers*,,
Corrupting Echo Robes,3048458482,"""6917529901263369642""",,Legendary,Chest Armor,30th,Warlock,1800,,10,Vault,true,false,4,15,,8,25,4,4,4,32,77,6,23,2,2,2,30,65,artifice,,high resilience + high strength,Upgrade Armor*,*,*,*,*,Artifice Armor*,,,,,,,
Hood of the Great Hunt,3445582154,"""6917529197537417242""",,Legendary,Helmet,lastwish,Warlock,1600,,10,Vault,true,false,3,11,,4,4,31,12,9,14,74,2,2,29,10,7,12,62,lastwish,,"#raid, high recovery",Upgrade Armor*,*,*,*,*,,,,,,,,
Winter's Guile,3844826443,"""6917529900409084037""",,Exotic,Gauntlets,,Warlock,1810,,3,Vault,false,false,1,1,,2,8,24,15,14,2,65,2,8,24,15,14,2,65,,,,Upgrade Armor*,*,*,*,*,Warlord's Sigil*,,,,,,,
Ballidorse Wrathweavers,3831935023,"""6917529889315427883""",,Exotic,Gauntlets,lostsectors,Warlock,1810,,10,Vault,false,false,6,20,,4,16,19,18,4,15,76,2,14,17,16,2,13,64,,,#stasis #casual #pve,Upgrade Armor*,*,*,*,*,Hearts of Ice*,,,,,,,
Moonfang-X7 Chassis,1571337215,"""6917529470515063186""",,Legendary,Chest Armor,dungeon,Titan,1600,,10,Vault,true,false,3,11,,4,11,20,17,17,4,73,2,9,18,15,15,2,61,,,"#pve, high total",Valkyrie Zero*,Upgrade Armor*,*,*,*,*,Sunbreak Plate*,,,,,,
BrayTech Researcher's Gloves,1005587287,"""6917529620194152466""",archive,Legendary,Gauntlets,,Warlock,1600,,10,Vault,true,false,3,10,,9,4,25,4,32,4,78,7,2,23,2,30,2,66,,,high recovery + high intellect,Amethyst Veil*,Upgrade Armor*,*,*,*,*,Celestine Gloves*,,,,,,
Resonant Fury Cowl,2316722050,"""6917529735159370398""",,Legendary,Helmet,votd,Warlock,1600,,9,Vault,true,false,5,16,,2,7,22,12,17,2,62,2,7,22,12,17,2,62,vowofthedisciple,,"#raid, high total",Upgrade Armor*,*,*,*,*,,,,,,,,
Astrocyte Verse,3948284065,"""6917529163640395415""",,Exotic,Helmet,,Warlock,1600,,10,Vault,true,false,2,7,,9,8,18,23,10,4,72,7,6,16,21,8,2,60,,PvP Astrocyte - ,"#void, #pvp",Calus's Treasured*,Upgrade Armor*,*,*,*,*,Move to Survive*,,,,,,
Vest of the Taken King,42941848,"""6917529907901933534""",,Legendary,Chest Armor,dungeon,Hunter,1810,,1,Vault,false,false,6,21,,7,14,9,21,10,2,63,7,14,9,21,10,2,63,,,,Upgrade Armor*,*,*,*,*,,,,,,,,
Legacy's Oath Vest,4001862073,"""6917529858116950709""",,Legendary,Chest Armor,deepstonecrypt,Hunter,1800,,10,Vault,true,false,4,12,,4,22,13,18,10,10,77,2,20,11,16,8,8,65,deepstonecrypt,,high total,Upgrade Armor*,*,*,*,*,,,,,,,,
Corrupting Echo Cover,1832715465,"""6917529571759468449""",,Legendary,Helmet,30th,Warlock,1805,,10,Vault,true,false,4,15,,4,8,28,13,19,4,76,2,6,26,11,17,2,64,,,"#pve, high recovery + high total",Valkyrie Zero*,Upgrade Armor*,*,*,*,*,Atavistic Idol Hood*,,,,,,
Resonant Fury Gloves,1656263403,"""6917529687656502257""",,Legendary,Gauntlets,votd,Warlock,1800,,10,Vault,true,false,5,16,,8,9,22,4,26,9,78,6,7,20,2,24,7,66,vowofthedisciple, - Raid VotD - ,"#raid, high recovery + high intellect",Echoed Anger*,Upgrade Armor*,*,*,*,*,,,,,,,
Corrupting Echo Gloves,2244604734,"""6917529902655578716""",,Legendary,Gauntlets,30th,Warlock,1800,,10,Vault,true,false,4,15,,4,31,4,28,4,4,75,2,29,2,26,2,2,63,artifice,,high resilience + high discipline,Upgrade Armor*,*,*,*,*,Artifice Armor*,,,,,,,
Seventh Seraph Strides,1151338093,"""6917529858874069916""",,Legendary,Leg Armor,seasonpass,Hunter,1600,,10,Vault,true,false,3,10,,4,4,31,22,8,4,73,2,2,29,20,6,2,61,,,high recovery + high discipline,Upgrade Armor*,*,*,*,*,Valkyrian Strides*,,,,,,,
Crystocrene Boots,1577514344,"""6917529597272206186""",junk,Legendary,Leg Armor,europa,Warlock,1600,,10,Vault,false,false,4,12,,4,8,25,24,9,4,74,2,6,23,22,7,2,62,,,high recovery + high discipline,Upgrade Armor*,*,*,*,*,,,,,,,,
Vigil of Heroes,3569624585,"""6917529084387073890""",archive,Legendary,Chest Armor,strikes,Warlock,1600,1060,,Vault,true,false,2,4,,0,10,30,5,5,10,60,0,10,20,5,5,10,50,,,high recovery,Restorative Warlock Armor*,Plasteel Reinforcement Mod,Restorative Mod*,Recovery Mod*,Masterwork*,Crucible Redjack*,Unflinching Fusion Rifle Aim,Unflinching Light Arms Aim*,Submachine Gun Reserves,Special Ammo Finder*,,,
Celestial Nighthawk,1321354573,"""6917529426186305594""",junk,Exotic,Helmet,,Hunter,1600,,10,Vault,false,false,1,1,,18,5,15,4,22,13,77,16,3,13,2,20,11,65,,,"#solar, #endgame/#raid #pve, high total",Valkyrie Zero*,Upgrade Armor*,*,*,*,*,Hrafnagud*,Hawkeye Hack*,,,,,
